product_id,name,brand,category,price,original_price,image_url,quantity,status,description,rating,reviews_count,sizes,color,gender,created_at,updated_at
SP2010,Nike SportswearMen's Woven Pants,Nike,Clothing,2990000.0,3540000.0,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/a923fdb1-f2d9-47b0-b18f-a18eea569712/M+NSW+AIR+MAX+95+WVN+PANT.png,101,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.8,93,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Red/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2011,Nike Sportswear ClubMen's Jersey,Nike,Sneakers,2340000.0,2980000.0,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/0332e8a8-b077-4358-898c-20d98e0a06aa/M+NK+CLUB+BSBL+JSY+AMSPT.png,88,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.8,136,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Red/White,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2012,Nike Sportswear ClubMen's Washed Cuffed Fleece Pants,Nike,Clothing,1950000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c16589cb-02ca-41b3-94ee-177bdd9f8fc7/M+NK+CLUB+BB+CUFF+PANT+CWASH.png",117,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.7,143,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Volt/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2013,Nike Sportswear Premium EssentialsMen's Long-Sleeve T-Shirt,Nike,Clothing,1430000.0,1640000.0,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/f62027fc-1ea4-4dc6-8a54-afc6ca600cf4/M+NSW+TEE+LSE+LS+PREM+ESS+SUST.png,44,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.5,92,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2014,Nike Solo SwooshMen's Cuffed Fleece Pants,Nike,Clothing,2210000.0,2720000.0,https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/62c8ea0f-e6b8-4ce1-bf07-cea7f46ff321/M+NL+SOLO+SWSH+BB+CF+PANT.png,76,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.6,150,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2015,Nike Air Max Dn8 LeatherMen's Shoes,Nike,Sneakers,5460000.0,6700000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e7047e17-164e-4f38-bd86-c1178c389170/AIR+MAX+DN8+LTHR.png",53,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.8,70,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2016,Nike Air Max Dn8Men's Shoes,Nike,Sneakers,5720000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c87f873c-7fcc-4034-a794-b9a102c23eed/AIR+MAX+DN8+QS.png",15,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.4,85,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Cream/Sand,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2017,Nike x Hyperice HyperbootShoes,Nike,Sneakers,20774000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b58035e4-02b3-4432-bc58-4ab247ede73c/Hyperboot+by+Nike+x+Hyperice.png",20,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.3,54,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey/White,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2018,Nike Air Force 1 '07 WBMen's Shoes,Nike,Sneakers,3250000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c90f7949-b685-485e-8602-23f1d079cd3a/AIR+FORCE+1+%2707+WB.png",89,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.2,21,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2019,Nike SwimFins,Nike,Sneakers,1768000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/478b18df-416f-4053-b786-5ce09f919717/FINS.png",83,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.7,65,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2020,"Nike Large Checked Luggage29"" Hardshell (143L)",Nike,Sneakers,9360000.0,10770000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/9cbd3372-bd3f-4e72-bcce-ea90fd89175d/NK+29IN+HARDSHELL+LUGGAGE.png",26,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.3,55,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Unisex,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2021,"Air Jordan 4 Retro ""Pearl Pink and Iced Carmine""Women's Shoe",Jordan,Sneakers,5720000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d317631a-bb0e-4a04-9e93-eef0133d8f09/WMNS+AIR+JORDAN+4+RETRO+TEX.png",79,AVAILABLE,"Featuring premium materials and signature Jordan design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.4,125,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Triple White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2022,Nike G.T. FutureBasketball Shoes,Nike,Sneakers,5200000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/01e7dad7-4786-4a36-b38b-c76762475e90/G.T.+FUTURE.png",50,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.6,33,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2023,Nike Air Max BiaMen's Shoes,Nike,Sneakers,2470000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a14ac455-a0a1-4bf8-a0fc-792815ec6ced/M+AIR+MAX+BIA.png",94,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.7,67,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Men,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2024,Nike Pegasus 42Women's Road Running Shoes,Nike,Sneakers,3770000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/75aaf435-5259-4533-9768-8a57aa071594/W+NIKE+AIR+ZOOM+PEGASUS+42.png",34,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.3,9,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Cream/Sand,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2025,Nike Winflo 12Women's Road Running Shoes,Nike,Sneakers,2860000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0a556cfe-2d60-4d4d-b8c8-a1ed2fcb5350/W+NIKE+AIR+WINFLO+12.png",39,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.4,124,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Red/White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2026,Nike Swift BreatheWomen's Dri-FIT Running Tank Top,Nike,Clothing,1430000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/26683cc9-b909-447f-ad09-b2e42236f0e3/W+NK+SWIFT+NVLT+BRTHE+TANK.png",68,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.5,131,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Olive/Gum,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2027,Nike FlowWomen's Dri-FIT 2-in-1 Mesh Running Shorts,Nike,Clothing,1430000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/2ae158b3-7cb3-4d99-a19d-37c15a40371a/W+NK+FLOW+MSH+DF+2N1+SHRT.png",71,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.3,102,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Navy/White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2028,Nike P-6000Women's Shoes,Nike,Sneakers,2990000.0,3860000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f971889d-bbfa-43a1-906d-3f71ad83b662/W+NIKE+P-6000.png",91,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.6,45,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Black/White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2029,Nike V5 RNRWomen's Shoes,Nike,Sneakers,2470000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/673de569-4ba2-496e-b682-5064a8d23080/W+NIKE+V5+RNR.png",34,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.5,9,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2030,Nike Sportswear Phoenix FleeceWomen's Oversized Henley Hoodie,Nike,Clothing,2340000.0,2730000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/506f800c-1151-4f8f-ad3a-e98da9190fac/W+NSW+PHNX+FLC+OS+HNLY+DIP+HDY.png",87,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.8,136,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Grey/White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2031,Nike Sportswear Phoenix FleeceWomen's Mid-Rise Shorts,Nike,Clothing,1820000.0,2240000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/af0fba6a-42e4-4331-9b09-a492c9e2a617/W+NSW+PHNX+FLC+MR+DIP+SHORT.png",89,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.8,51,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",White/Black,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2032,Nike Air Force 1 '07 EasyOnWomen's Shoes,Nike,Sneakers,2990000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f153b4e4-9069-44ae-bf86-f70ae8ecbaa1/W+AIR+FORCE+1+%2707+FLYEASE.png",76,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.3,127,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Triple White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2033,Nike Sportswear Tech FleeceWomen's Short-Sleeve Top,Nike,Clothing,2470000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ce9c898c-ac7a-4748-bde8-8d002898c887/W+NSW+TECH+FLC+SS+TOP.png",69,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.3,17,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Sail/Navy,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2034,"Nike Sportswear Phoenix FleeceWomen's High-Waisted 4"" Shorts",Nike,Clothing,1820000.0,2220000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/87c95291-ac6d-45d2-bec5-629bf8b9b3ec/W+NK+PHX+FLC+4IN+HR+SHORT+GX1.png",96,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.3,123,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2035,Nike Revolution 8Women's Road Running Shoes (Wide),Nike,Sneakers,1950000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/eaca1f0e-aa24-42df-a6f5-c295a62e6796/W+NIKE+REVOLUTION+8+WIDE.png",52,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.7,8,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Multi-Color,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2036,Nike Revolution 8Women's Road Running Shoes,Nike,Sneakers,1950000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c874c75e-9c10-4183-b434-e0017f59771b/W+NIKE+REVOLUTION+8.png",69,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.4,7,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Volt/Black,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2037,Nike SwooshWomen's Medium-Support Padded Sports Bra,Nike,Sneakers,1092000.0,,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/0d6f134c-0bdd-4376-8a92-5ba5bcb1c79a/W+NK+SWSH+MED+SPT+BRA.png",37,AVAILABLE,"Designed for lightweight cushioning and everyday lifestyle wear, it provides a retro look while ensuring modern durability and flexibility.",4.4,104,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Bred,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2038,"Nike AeroSwiftWomen's Dri-FIT ADV Mid-Rise 3"" Brief-Lined Running Shorts",Nike,Clothing,2210000.0,2850000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/08f9ae00-5994-4e56-bf22-2004c3bd0b2f/W+NK+ARSWFT+DFADV+MR+3IN+SHORT.png",75,AVAILABLE,"Engineered with a responsive midsole system and secure support, this Nike sneaker is a great choice for enthusiasts.",4.3,23,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Blue/White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2039,Nike SportswearWomen's Oversized Jersey,Nike,Sneakers,1820000.0,2190000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bc193e9b-a261-46a2-a64d-97d6338e37df/W+NSW+STREET+OS+SS+STRP+JSY.png",59,AVAILABLE,"Featuring premium materials and signature Nike design details, this sneaker delivers excellent impact protection and unmatched comfort.",4.8,136,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Bred,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2040,Nike SportswearWomen's Oversized 1/4-Zip Jacket,Nike,Clothing,3250000.0,3830000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/e9bb9a12-5c64-49db-b1be-e780d7125b8f/W+NSW+STREET+HBR+JKT+SU26.png",15,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.7,72,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Shadow,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2041,Nike Vomero PremiumWomen's Road Running Shoes,Nike,Sneakers,5980000.0,7760000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c0dc6713-5433-4856-aba1-8f696026cb53/W+NIKE+VOMERO+PREMIUM.png",120,AVAILABLE,"A historic Nike silhouette reimagined with a modern aesthetic, it showcases classic color-blocking that elevates any casual outfit.",4.3,133,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Triple White,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
SP2042,Nike Air Max 95 Big BubbleWomen's Shoes,Nike,Sneakers,4940000.0,6140000.0,"https://static.nike.com/a/images/t_web_pw_592_v2/f_auto/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bb099b73-3c49-4966-b25e-0799341421ee/W+NIKE+AIR+MAX+95+BIG+BUBBLE.png",102,AVAILABLE,"Crafted with durable uppers and specialized traction, this Nike release blends legendary sportswear history with contemporary performance.",4.5,80,"US 7, US 8, US 8.5, US 9, US 9.5, US 10, US 10.5, US 11, US 12",Sail/Navy,Women,2026-05-24 23:19:22,2026-05-24 23:19:22
